'object1','object2','at', been-at', 'is-in', 'carry', 'adjacent', 'same-type', 'same-size', 'can-move', 'can-sample', 'can-sample-at'
waypoint20',rover6',0,0,0,0,0,,0,0,0,0,
waypoint20',rover7',0,0,0,0,0,0,0,0,0,0,
waypoint20',rover8',0,0,0,0,0,,0,0,0,,
waypoint20',rover9',,0,0,0,0,0,0,,,0,
waypoint20',rover10',0,0,0,0,,0,0,0,0,0,
waypoint20',rover11',0,0,0,,0,0,0,0,0,,
waypoint20',rover12',0,,0,,,0,0,0,0,,
waypoint20',rover13',0,0,0,,0,,0,0,0,,
waypoint20',rover14',0,,,0,,0,0,0,0,0,
waypoint20',rover15',0,0,0,,0,0,,0,0,0,
waypoint20',rover16',0,0,0,0,0,0,,0,0,0,
waypoint20',rover17',0,0,0,0,0,0,0,0,,0,
waypoint20',rover18',0,0,,0,0,0,0,0,0,0,
waypoint20',rover19',0,0,,0,0,,,0,,0,
waypoint20',rover20',0,0,0,0,0,0,0,0,0,0,
waypoint20',sample0',0,,0,0,0,0,0,0,0,0,
waypoint20',sample1',0,0,,0,0,,0,,0,,
waypoint20',sample2',0,0,0,0,0,0,0,0,0,,
waypoint20',sample3',0,,,0,0,0,0,,0,0,
waypoint20',sample4',0,0,,0,0,0,0,0,0,0,
waypoint20',sample5',,0,0,0,,,0,0,0,0,
waypoint20',sample6',0,0,0,0,0,0,0,0,0,,
waypoint20',sample7',0,0,0,0,,0,0,0,0,0,
waypoint20',sample8',0,0,0,0,0,0,0,0,,0,
waypoint20',sample9',0,0,,0,0,0,0,0,0,0,
waypoint20',sample10',0,0,,0,,0,0,,0,0,
waypoint20',sample11',0,0,,0,0,0,,,0,0,
waypoint20',sample12',0,0,0,0,0,0,,0,0,0,
waypoint20',sample13',0,,0,0,0,0,0,0,0,0,
waypoint20',sample14',0,,0,0,0,0,0,0,0,0,
waypoint20',sample15',0,0,0,0,,0,0,0,,0,
waypoint20',sample16',0,0,0,0,0,0,0,0,,0,
waypoint20',sample17',0,0,0,0,,0,0,0,0,0,
waypoint20',sample18',0,,0,0,0,0,0,0,,0,
waypoint20',sample19',0,0,0,0,0,0,0,0,0,,
waypoint20',sample20',0,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample0',0,,0,0,0,0,,0,0,0,
waypoint20',bad_sample1',0,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample2',0,0,0,,,0,0,,0,0,
waypoint20',bad_sample3',0,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample4',0,0,0,0,0,0,0,,0,0,
waypoint20',bad_sample5',0,0,0,,0,0,0,0,0,0,
waypoint20',bad_sample6',,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample7',,0,0,0,0,,0,0,0,0,
waypoint20',bad_sample8',,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample9',0,0,0,0,0,0,0,0,,0,
waypoint20',bad_sample10',0,0,0,0,0,,,,,,
waypoint20',bad_sample11',0,0,0,0,0,0,0,,0,,
waypoint20',bad_sample12',0,0,0,,0,0,0,0,0,0,
waypoint20',bad_sample13',0,,,0,0,0,0,0,0,,
waypoint20',bad_sample14',0,0,0,0,0,0,,0,0,0,
waypoint20',bad_sample15',0,0,0,0,0,0,0,0,0,0,
waypoint20',bad_sample16',,0,0,0,0,,0,,0,0,
waypoint20',bad_sample17',0,0,0,0,,0,0,0,0,0,
waypoint20',bad_sample18',,0,0,0,,0,0,0,0,0,
waypoint20',bad_sample19',0,0,,0,0,0,0,,0,0,
waypoint20',bad_sample20',,0,0,0,0,0,0,0,0,0,
rover0',waypoint0',0,0,0,0,0,0,0,0,0,,
rover0',waypoint1',0,0,0,0,0,,0,,0,1,
rover0',waypoint2',0,0,0,0,0,0,0,0,0,1,
rover0',waypoint3',0,0,0,0,0,0,0,,0,1,
rover0',waypoint4',0,0,0,,0,,0,0,0,1,
rover0',waypoint5',0,0,0,0,0,0,0,,,1,
rover0',waypoint6',0,0,0,0,0,0,0,0,0,1,
rover0',waypoint7',0,0,0,0,,0,0,,0,1,
rover0',waypoint8',0,0,0,0,0,,0,,0,,
rover0',waypoint9',0,,0,0,0,0,,0,0,1,
rover0',waypoint10',0,0,0,0,0,0,,0,,1,
rover0',waypoint11',0,0,0,0,0,,0,0,0,1,
rover0',waypoint12',0,0,0,0,0,0,0,,,1,
rover0',waypoint13',0,0,0,0,0,0,0,0,0,1,
rover0',waypoint14',0,,0,0,0,0,0,0,0,1,
rover0',waypoint15',0,0,0,0,0,,,0,0,1,
rover0',waypoint16',0,0,0,0,0,0,0,0,0,1,
rover0',waypoint17',0,0,0,0,,0,0,0,0,,
rover0',waypoint18',0,0,0,0,0,0,0,0,0,1,
rover0',waypoint19',0,0,0,,,0,0,0,0,1,
rover0',waypoint20',0,0,0,0,0,0,0,,0,1,
rover0',rover0',0,0,,0,0,,0,0,0,0,
rover0',rover1',,0,0,0,0,0,0,0,0,0,
rover0',rover2',,,0,0,0,0,0,,,0,
rover0',rover3',0,0,0,0,0,0,0,,,0,
rover0',rover4',0,0,,0,0,,0,0,0,0,
rover0',rover5',0,0,,0,0,0,0,0,,0,
rover0',rover6',,0,0,0,0,0,,0,0,0,
rover0',rover7',0,0,,0,0,,0,0,0,,
rover0',rover8',0,0,0,0,0,,0,0,0,0,
rover0',rover9',,0,0,0,0,0,0,0,0,0,
rover0',rover10',,,0,0,0,0,0,0,0,0,
rover0',rover11',,0,0,,0,0,0,,0,0,
rover0',rover12',,,0,0,0,0,0,0,0,,
rover0',rover13',0,,,0,0,0,0,0,0,0,
rover0',rover14',0,,0,0,0,0,,0,0,0,
rover0',rover15',0,,0,0,0,0,0,,0,0,
rover0',rover16',0,0,,0,0,0,0,0,0,0,
rover0',rover17',0,0,0,0,0,0,0,0,,0,
rover0',rover18',0,,0,0,0,,0,,0,0,
rover0',rover19',,0,0,0,0,0,0,0,,0,
rover0',rover20',0,,0,0,0,0,0,0,,,
rover0',sample0',,0,0,0,0,0,,0,0,0,
rover0',sample1',0,,0,0,0,0,0,,0,0,
rover0',sample2',,0,0,0,0,0,0,0,,0,
rover0',sample3',0,0,0,0,0,0,0,0,0,0,
rover0',sample4',0,,0,0,0,0,0,,0,0,
rover0',sample5',0,0,0,0,,0,0,,,0,
rover0',sample6',0,,0,0,,0,0,0,0,0,
rover0',sample7',,0,0,0,0,0,0,0,0,0,
rover0',sample8',,0,0,0,0,0,0,0,0,0,
rover0',sample9',0,,0,0,0,,0,0,0,,
rover0',sample10',0,0,0,0,0,0,0,0,0,0,
rover0',sample11',0,,0,0,,0,,0,0,,
rover0',sample12',0,0,0,0,0,0,,0,0,0,
rover0',sample13',,0,0,,,0,0,,,0,
rover0',sample14',0,0,0,0,0,0,0,,0,0,
rover0',sample15',0,,0,,0,0,0,0,0,0,
rover0',sample16',0,0,0,0,,0,0,,0,0,
rover0',sample17',0,0,0,0,0,0,0,0,0,,
rover0',sample18',0,0,0,0,,0,0,0,0,0,
rover0',sample19',0,0,0,0,0,0,0,0,0,,
rover0',sample20',,0,0,0,,0,0,0,0,0,
rover0',bad_sample0',0,0,,0,0,0,0,,0,0,
rover0',bad_sample1',0,0,0,0,,,0,0,0,0,
rover0',bad_sample2',0,0,0,0,0,0,,0,0,,
rover0',bad_sample3',0,0,0,0,0,0,0,0,0,0,
rover0',bad_sample4',0,,,0,,0,,0,0,0,
rover0',bad_sample5',0,0,0,,0,,0,0,0,0,
rover0',bad_sample6',0,0,0,,0,0,0,,0,0,
rover0',bad_sample7',0,0,0,0,0,0,0,0,0,0,
rover0',bad_sample8',,0,0,0,0,0,0,,0,0,
rover0',bad_sample9',0,0,0,0,0,0,,0,0,0,
rover0',bad_sample10',,0,,0,0,0,,0,0,0,
rover0',bad_sample11',,0,0,,,0,0,0,,0,
rover0',bad_sample12',0,0,0,0,,0,0,0,,0,
rover0',bad_sample13',0,0,0,0,0,0,0,0,0,0,
rover0',bad_sample14',0,0,0,,0,0,,0,,0,
rover0',bad_sample15',0,0,,0,,0,,,0,,
rover0',bad_sample16',0,0,0,0,0,0,0,,0,0,
rover0',bad_sample17',0,0,0,0,0,0,0,0,0,0,
rover0',bad_sample18',0,0,0,0,0,0,,,,0,
rover0',bad_sample19',0,0,0,0,0,0,0,0,0,0,
rover0',bad_sample20',0,0,0,0,0,0,,0,0,0,
rover1',waypoint0',0,0,0,0,0,,0,0,0,1,
rover1',waypoint1',0,0,0,0,0,0,,0,0,1,
rover1',waypoint2',0,0,,0,0,0,,0,,1,
rover1',waypoint3',0,0,0,0,0,0,0,,0,1,
rover1',waypoint4',0,0,0,0,,,0,0,0,1,
rover1',waypoint5',,0,,0,0,,,0,0,1,
rover1',waypoint6',0,0,,0,0,,,0,0,1,
rover1',waypoint7',,0,,0,0,0,0,0,0,1,
rover1',waypoint8',0,,0,0,0,,0,0,0,,
rover1',waypoint9',0,0,0,0,0,0,0,0,0,1,
rover1',waypoint10',,0,,,0,0,0,0,0,1,
rover1',waypoint11',0,,,0,0,,0,0,0,1,
rover1',waypoint12',0,0,0,0,0,0,0,0,0,1,
rover1',waypoint13',0,0,0,0,0,0,0,0,,1,
rover1',waypoint14',0,0,0,0,0,0,,0,0,1,
rover1',waypoint15',0,0,0,0,,0,,0,0,1,
rover1',waypoint16',0,0,,0,0,0,0,0,0,1,
rover1',waypoint17',0,0,0,0,0,,0,0,0,1,
rover1',waypoint18',0,0,0,0,,0,0,0,0,1,
rover1',waypoint19',0,0,0,0,0,,0,,0,1,
rover1',waypoint20',,,0,,0,,,0,,1,
rover1',rover0',0,,0,0,0,0,0,0,0,0,
rover1',rover1',0,0,0,0,0,0,,0,0,0,
rover1',rover2',,,0,0,,0,0,0,0,,
rover1',rover3',0,0,0,,0,0,0,0,,0,
rover1',rover4',0,0,0,,,0,,0,0,0,
rover1',rover5',0,0,0,0,0,,,0,0,0,
rover1',rover6',0,0,0,0,0,0,0,0,0,0,
rover1',rover7',,0,0,0,0,0,,0,0,0,
rover1',rover8',,0,0,0,,0,0,0,0,0,
rover1',rover9',0,0,0,0,0,0,0,0,0,,
rover1',rover10',0,,0,0,0,,0,0,0,0,
rover1',rover11',0,0,0,0,0,0,0,0,0,,
rover1',rover12',0,0,0,,0,0,0,,0,0,
rover1',rover13',0,0,0,,,0,0,,,0,
rover1',rover14',0,0,0,,0,0,0,,0,,
rover1',rover15',,0,0,0,0,0,0,0,0,0,
rover1',rover16',0,0,0,0,0,0,,0,,,
rover1',rover17',0,0,0,0,,0,0,0,0,,
rover1',rover18',0,,0,0,,0,,0,,0,
rover1',rover19',0,0,0,,,0,0,0,0,0,
rover1',rover20',0,0,0,0,0,0,0,,0,0,
rover1',sample0',,0,0,0,0,,0,0,,,
rover1',sample1',0,0,,0,0,0,0,0,0,,
rover1',sample2',0,,0,0,0,0,0,0,0,,
rover1',sample3',,,,0,0,0,,0,0,0,
rover1',sample4',0,,0,0,0,,0,,0,0,
rover1',sample5',0,,0,0,0,0,0,0,0,,
rover1',sample6',0,0,0,0,0,0,,0,,0,
rover1',sample7',0,0,0,0,0,0,,0,0,,
rover1',sample8',0,0,0,,0,,0,0,,0,
rover1',sample9',,0,0,0,0,,0,0,0,0,
rover1',sample10',0,0,0,0,0,0,,0,0,,
rover1',sample11',0,,0,0,0,0,0,0,0,,
rover1',sample12',0,0,,0,0,0,,0,,0,
rover1',sample13',0,0,0,0,0,0,,0,0,0,
rover1',sample14',0,0,0,0,0,0,0,0,0,0,
rover1',sample15',,0,,0,0,,,0,,,
rover1',sample16',0,0,0,0,0,0,,0,0,0,
rover1',sample17',0,0,0,0,,0,0,0,0,0,
rover1',sample18',0,0,0,0,0,0,0,0,0,0,
rover1',sample19',0,,0,0,0,0,0,,0,0,
rover1',sample20',0,0,0,0,,0,0,0,0,0,
rover1',bad_sample0',0,0,0,0,0,0,0,0,0,0,
rover1',bad_sample1',0,,,0,0,0,0,0,0,0,
rover1',bad_sample2',,0,0,,0,0,0,0,0,0,
rover1',bad_sample3',,0,0,,0,,0,0,0,0,
rover1',bad_sample4',0,0,0,0,0,0,0,0,0,0,
rover1',bad_sample5',,0,0,0,0,0,,,0,0,
rover1',bad_sample6',0,,0,0,0,0,,0,0,0,
rover1',bad_sample7',0,,0,0,0,0,0,,0,0,
rover1',bad_sample8',0,0,,0,,,0,0,0,0,
rover1',bad_sample9',0,0,,0,0,0,0,,,0,
rover1',bad_sample10',0,0,,0,0,0,,,,,
rover1',bad_sample11',,0,0,0,0,0,0,0,0,0,
rover1',bad_sample12',,0,0,0,0,0,0,,0,,
rover1',bad_sample13',0,0,0,0,0,0,0,0,0,,
rover1',bad_sample14',0,0,0,0,0,0,0,0,0,0,
rover1',bad_sample15',0,0,0,0,0,,0,,0,0,
rover1',bad_sample16',0,,,0,0,0,0,0,0,,
rover1',bad_sample17',0,0,,0,0,0,0,0,0,0,
rover1',bad_sample18',0,0,0,0,0,0,0,,0,0,
rover1',bad_sample19',0,0,0,0,0,0,0,0,0,,
rover1',bad_sample20',0,0,0,0,0,,,,0,0,
rover2',waypoint0',0,0,0,,0,0,0,0,0,1,
rover2',waypoint1',0,,,0,0,,0,0,,,
rover2',waypoint2',0,0,0,0,0,0,0,,0,1,
rover2',waypoint3',0,0,,0,0,0,0,0,0,1,
rover2',waypoint4',0,0,,,,0,0,0,,1,
rover2',waypoint5',0,0,0,0,0,0,0,0,0,1,
rover2',waypoint6',,0,0,,0,0,0,,,1,
rover2',waypoint7',,0,0,0,0,0,0,0,0,1,
rover2',waypoint8',0,0,0,0,0,0,,0,0,,
rover2',waypoint9',0,,,0,0,0,0,0,0,1,
rover2',waypoint10',0,,,0,0,0,,0,0,1,
rover2',waypoint11',,0,0,0,0,0,0,0,0,1,
rover2',waypoint12',0,0,0,0,0,0,0,0,0,1,
rover2',waypoint13',0,,0,0,0,,0,0,0,1,
rover2',waypoint14',0,0,,0,0,0,0,,0,1,
rover2',waypoint15',0,,0,0,,0,0,,,1,
rover2',waypoint16',0,0,0,0,,,0,0,0,,
rover2',waypoint17',0,0,0,0,0,0,0,0,0,1,
rover2',waypoint18',0,0,0,0,0,0,0,0,0,1,
rover2',waypoint19',0,0,0,,0,0,,0,0,,
rover2',waypoint20',,0,0,,0,0,0,0,,1,
rover2',rover0',,0,0,0,,0,0,0,0,,
rover2',rover1',0,0,0,0,0,0,0,0,0,0,
rover2',rover2',0,0,,0,,0,0,0,0,0,
rover2',rover3',,0,0,0,0,0,0,,0,0,
rover2',rover4',0,0,,0,,0,0,0,0,0,
rover2',rover5',0,0,0,0,0,,,,,0,
rover2',rover6',,0,0,0,,,,0,0,0,
rover2',rover7',0,0,0,0,0,0,0,0,0,0,
rover2',rover8',0,0,0,,,0,,,0,0,
rover2',rover9',0,,0,,0,0,,0,0,,
rover2',rover10',0,0,0,0,0,0,,0,0,0,
rover2',rover11',0,0,0,,,0,0,0,0,,
rover2',rover12',0,0,,,0,0,0,0,0,,
rover2',rover13',0,0,0,0,0,0,0,0,0,,
rover2',rover14',0,0,0,0,,0,,,0,0,
rover2',rover15',0,0,,,0,,,0,,0,
rover2',rover16',0,0,,0,0,0,,,0,0,
rover2',rover17',0,0,,,0,0,0,,0,0,
rover2',rover18',0,0,0,0,0,0,0,0,0,0,
rover2',rover19',0,0,,0,0,,0,0,,,
rover2',rover20',0,0,0,0,0,0,0,,,0,
rover2',sample0',0,0,0,0,0,0,0,,0,0,
rover2',sample1',0,,0,0,0,0,,0,0,0,
rover2',sample2',0,0,0,0,0,0,0,0,0,0,
rover2',sample3',0,0,,,,0,0,0,0,0,
rover2',sample4',0,0,,0,0,0,0,0,0,,
rover2',sample5',0,0,0,0,0,0,0,,0,,
rover2',sample6',0,,0,0,0,,0,0,0,0,
rover2',sample7',0,0,0,0,0,0,,0,0,0,
rover2',sample8',0,0,,0,0,0,,0,0,0,
rover2',sample9',0,0,,0,0,,,0,0,,
rover2',sample10',,,0,,0,0,0,0,,0,
rover2',sample11',,0,,0,0,0,,0,0,,
rover2',sample12',0,,,0,0,0,0,0,0,0,
rover2',sample13',0,,0,0,,0,,0,0,,
rover2',sample14',0,0,0,0,0,0,,0,0,0,
rover2',sample15',0,0,0,0,0,0,0,0,0,0,
rover2',sample16',,0,,0,0,0,0,0,,0,
rover2',sample17',0,0,,0,0,0,0,0,0,,
rover2',sample18',0,0,0,,0,0,0,0,0,0,
rover2',sample19',0,0,,0,,0,0,0,0,0,
rover2',sample20',,0,,0,0,0,0,0,0,0,
rover2',bad_sample0',,0,0,0,0,0,0,0,0,0,
rover2',bad_sample1',0,0,0,0,0,0,0,0,0,0,
rover2',bad_sample2',0,0,,,0,0,0,0,0,0,
rover2',bad_sample3',0,0,0,0,0,,0,0,0,,
rover2',bad_sample4',,0,0,0,0,0,0,0,0,0,
rover2',bad_sample5',0,,0,0,0,0,0,0,0,0,
rover2',bad_sample6',0,0,,0,0,0,0,0,,0,
rover2',bad_sample7',,0,0,0,0,,,0,0,0,
rover2',bad_sample8',0,,0,0,0,0,0,0,0,0,
rover2',bad_sample9',0,,0,0,0,0,0,0,0,,
rover2',bad_sample10',0,0,0,0,0,0,0,0,0,,
rover2',bad_sample11',0,,0,0,0,0,0,0,,,
rover2',bad_sample12',,0,0,0,0,0,0,0,0,0,
rover2',bad_sample13',0,0,0,0,0,0,0,0,,0,
rover2',bad_sample14',0,0,0,0,0,,0,,0,,
rover2',bad_sample15',0,0,,,0,0,0,0,0,0,
rover2',bad_sample16',0,0,0,0,0,0,,0,0,0,
rover2',bad_sample17',,0,0,0,0,0,0,0,0,0,
rover2',bad_sample18',0,0,0,0,0,,0,0,0,0,
rover2',bad_sample19',0,0,0,0,0,0,0,,0,0,
rover2',bad_sample20',0,0,0,0,0,0,0,,0,0,
rover3',waypoint0',0,0,0,0,0,0,0,,0,1,
rover3',waypoint1',0,0,,0,0,0,0,0,0,1,
rover3',waypoint2',0,0,0,0,0,,0,0,0,1,
rover3',waypoint3',,,0,0,0,0,0,0,0,1,
rover3',waypoint4',0,0,0,0,0,0,0,0,0,1,
rover3',waypoint5',0,,0,0,0,0,0,0,0,1,
rover3',waypoint6',,,0,0,0,0,0,0,0,1,
rover3',waypoint7',,0,0,0,0,0,,0,0,1,
rover3',waypoint8',0,0,0,0,0,0,0,0,0,1,
rover3',waypoint9',,,,0,,0,0,0,0,1,
rover3',waypoint10',0,0,0,0,,0,0,0,0,1,
rover3',waypoint11',0,0,0,0,0,0,0,0,0,1,
rover3',waypoint12',0,0,0,0,0,0,0,0,0,1,
rover3',waypoint13',0,,0,0,0,0,0,0,0,1,
rover3',waypoint14',,0,,0,0,0,,,0,1,
rover3',waypoint15',0,,0,0,0,0,0,0,0,,
rover3',waypoint16',0,0,0,0,0,,,0,,1,
rover3',waypoint17',0,0,0,0,0,0,0,0,0,,
rover3',waypoint18',0,0,,0,,,0,,0,1,
rover3',waypoint19',0,0,0,0,0,0,0,0,0,1,
rover3',waypoint20',0,0,0,0,0,,0,0,0,1,
rover3',rover0',0,,,0,,0,0,0,0,,
rover3',rover1',,0,0,0,0,0,0,0,0,0,
rover3',rover2',0,0,0,,0,0,,0,,0,
rover3',rover3',0,0,0,0,0,0,0,,0,0,
rover3',rover4',0,,0,,0,0,0,0,0,0,
rover3',rover5',0,0,0,,0,0,0,0,0,0,
rover3',rover6',0,0,,0,0,0,0,0,0,0,
rover3',rover7',,,0,0,0,0,0,,0,0,
rover3',rover8',,0,0,0,0,0,,,0,0,
rover3',rover9',0,0,0,0,0,,0,,,0,
rover3',rover10',0,0,0,,,0,0,0,,0,
rover3',rover11',0,0,0,0,0,0,,0,0,0,
rover3',rover12',0,0,0,0,0,0,0,0,,0,
rover3',rover13',,0,0,0,0,0,0,0,0,0,
rover3',rover14',0,,0,0,0,0,0,0,0,0,
rover3',rover15',,0,0,0,,,0,0,,0,
rover3',rover16',0,0,0,0,0,0,,0,0,0,
rover3',rover17',0,0,0,0,0,0,0,0,0,0,
rover3',rover18',,0,0,0,0,0,0,0,0,0,
rover3',rover19',0,0,0,0,0,,0,0,,,
rover3',rover20',,0,0,0,0,,0,0,0,0,
rover3',sample0',0,0,0,0,0,,0,0,,0,
rover3',sample1',,0,0,0,,0,0,0,0,0,
rover3',sample2',0,0,0,0,0,0,0,0,0,0,
rover3',sample3',0,0,0,0,0,0,0,0,0,,
rover3',sample4',0,0,0,0,0,0,0,0,,0,
rover3',sample5',0,,0,,0,0,0,,0,,
rover3',sample6',0,0,,0,0,0,0,0,0,0,
rover3',sample7',0,0,0,0,,0,0,0,,0,
rover3',sample8',0,,0,0,0,,0,0,0,,
rover3',sample9',0,0,0,0,0,0,0,0,,0,
rover3',sample10',,0,0,0,0,0,0,0,0,0,
rover3',sample11',0,,0,0,0,0,,0,,0,
rover3',sample12',0,0,0,0,0,0,,0,0,0,
rover3',sample13',0,0,0,0,0,0,0,0,0,0,
rover3',sample14',0,0,,,0,0,0,0,0,0,
rover3',sample15',0,0,0,0,0,,0,0,0,0,
rover3',sample16',0,0,,0,0,0,0,0,0,0,
rover3',sample17',0,0,,0,0,0,0,,0,0,
rover3',sample18',0,,0,0,0,0,,0,0,0,
rover3',sample19',0,0,0,0,0,0,0,0,,,
rover3',sample20',0,0,0,0,0,0,0,0,0,0,
rover3',bad_sample0',,0,0,0,0,0,0,0,0,0,
rover3',bad_sample1',0,0,0,,0,,0,,,,
rover3',bad_sample2',0,0,0,0,,0,0,0,,,
rover3',bad_sample3',0,0,0,0,0,0,0,0,,,
rover3',bad_sample4',0,0,0,0,0,0,0,,0,0,
rover3',bad_sample5',,0,,,0,0,0,0,,0,
rover3',bad_sample6',0,0,0,0,0,0,0,0,0,0,
rover3',bad_sample7',0,0,0,0,,,0,0,0,0,
rover3',bad_sample8',0,0,,0,,0,,0,0,,
rover3',bad_sample9',,,0,0,0,0,,,0,0,
rover3',bad_sample10',0,,0,0,0,0,,0,0,0,
rover3',bad_sample11',0,0,0,0,0,0,0,0,0,0,
rover3',bad_sample12',0,0,,0,0,0,0,0,0,0,
rover3',bad_sample13',,0,0,0,0,0,0,0,0,0,
rover3',bad_sample14',0,0,0,0,0,0,0,0,0,,
rover3',bad_sample15',,0,0,0,0,0,0,0,0,0,
rover3',bad_sample16',0,0,0,0,0,,0,,0,0,
rover3',bad_sample17',0,,0,0,0,0,0,0,0,0,
rover3',bad_sample18',0,0,0,0,0,0,0,0,0,0,
rover3',bad_sample19',0,0,0,0,0,0,0,0,0,0,
rover3',bad_sample20',0,0,,0,0,0,0,0,0,0,
rover4',waypoint0',0,0,,,0,0,0,0,0,1,
rover4',waypoint1',,0,,0,,0,0,0,0,1,
rover4',waypoint2',,0,0,0,0,,0,0,0,1,
rover4',waypoint3',0,0,0,0,0,,0,0,0,1,
rover4',waypoint4',0,,0,0,,0,0,0,0,,
rover4',waypoint5',0,0,0,,0,0,,0,0,1,
rover4',waypoint6',0,,,0,,0,0,0,,1,
rover4',waypoint7',0,,0,0,0,0,0,,0,1,
rover4',waypoint8',0,0,,0,0,0,0,,0,1,
rover4',waypoint9',0,,0,0,0,0,0,0,,1,
rover4',waypoint10',0,,0,0,,0,0,0,0,1,
rover4',waypoint11',0,0,0,,0,0,0,0,0,1,
rover4',waypoint12',0,0,0,0,0,0,,0,,1,
rover4',waypoint13',0,,0,,0,0,0,0,0,1,
rover4',waypoint14',0,0,0,0,0,0,,,0,1,
rover4',waypoint15',0,0,0,,0,0,,0,,1,
rover4',waypoint16',0,,0,0,0,0,0,0,,1,
rover4',waypoint17',,0,0,,0,0,0,0,0,,
rover4',waypoint18',0,,,0,0,0,0,,0,1,
rover4',waypoint19',0,0,,0,0,,,0,0,1,
rover4',waypoint20',0,0,0,0,0,0,,0,0,,
rover4',rover0',,0,0,0,0,,0,0,0,0,
rover4',rover1',0,,0,0,0,0,,0,0,0,
rover4',rover2',,0,,0,0,0,0,0,,0,
rover4',rover3',,0,0,0,,0,0,0,,0,
rover4',rover4',0,0,0,0,0,0,0,0,0,,
rover4',rover5',,0,,0,0,0,0,,,0,
rover4',rover6',,0,0,0,0,0,0,0,0,0,
rover4',rover7',0,0,0,,0,0,0,0,0,0,
rover4',rover8',0,0,0,0,,0,,0,0,0,
rover4',rover9',0,,0,,0,,0,,0,0,
rover4',rover10',0,0,,0,0,0,0,0,,0,
rover4',rover11',0,0,0,0,0,0,0,0,,,
rover4',rover12',,,0,0,,0,0,0,0,0,
rover4',rover13',0,0,0,,,,0,0,0,0,
rover4',rover14',0,0,0,0,0,0,,0,0,0,
rover4',rover15',,,0,,0,0,0,0,0,0,
rover4',rover16',0,0,0,0,,0,0,0,0,0,
rover4',rover17',,,,0,0,0,,0,0,0,
rover4',rover18',0,0,0,0,0,,0,0,,0,
rover4',rover19',0,0,0,,0,0,0,,0,0,
rover4',rover20',,0,0,0,0,0,,0,0,0,
rover4',sample0',0,0,0,0,0,0,0,,0,0,
rover4',sample1',0,0,0,0,0,0,0,0,0,0,
rover4',sample2',,0,0,,0,0,,0,0,0,
rover4',sample3',0,0,,0,0,0,0,0,0,0,
rover4',sample4',0,0,0,0,0,0,,0,0,0,
rover4',sample5',0,0,0,0,,0,,0,0,0,
rover4',sample6',,0,0,,0,0,0,,0,0,
rover4',sample7',0,0,0,0,0,0,,0,0,,
rover4',sample8',0,0,0,0,0,0,0,0,0,0,
rover4',sample9',0,0,0,0,,,,,0,0,
rover4',sample10',0,0,0,,0,,0,0,0,0,
rover4',sample11',0,,0,,0,,,0,0,0,
rover4',sample12',0,0,0,0,,0,0,0,,0,
rover4',sample13',0,,0,,0,,0,0,0,0,
rover4',sample14',0,,0,0,0,0,0,0,,,
rover4',sample15',0,0,0,,,0,0,0,0,0,
rover4',sample16',0,0,0,0,0,0,,0,0,0,
rover4',sample17',0,0,0,0,0,0,,,0,,
rover4',sample18',0,0,0,0,0,,0,,0,,
rover4',sample19',0,0,0,0,0,0,0,0,0,0,
rover4',sample20',,0,0,0,,0,0,0,0,,
rover4',bad_sample0',0,0,0,0,,0,0,0,0,,
rover4',bad_sample1',0,0,0,,0,0,0,0,0,0,
rover4',bad_sample2',0,0,0,0,0,0,0,0,0,0,
rover4',bad_sample3',,0,0,0,0,0,0,0,0,0,
rover4',bad_sample4',,0,0,0,,0,,0,0,0,
rover4',bad_sample5',0,0,0,0,0,,0,0,0,0,
rover4',bad_sample6',0,0,0,0,0,,0,0,0,0,
rover4',bad_sample7',0,0,0,0,0,0,0,0,0,0,
rover4',bad_sample8',0,,0,0,0,,0,0,,0,
rover4',bad_sample9',0,,,0,0,0,0,0,0,,
rover4',bad_sample10',0,0,0,0,0,,,0,0,0,
rover4',bad_sample11',0,,0,0,0,0,0,0,0,,
rover4',bad_sample12',0,0,,0,0,,0,0,0,0,
rover4',bad_sample13',0,,0,0,0,0,0,0,0,0,
rover4',bad_sample14',,0,0,,0,0,0,0,0,0,
rover4',bad_sample15',,0,,0,0,0,,0,0,0,
rover4',bad_sample16',,,0,0,0,0,0,0,0,0,
rover4',bad_sample17',0,0,0,0,0,,0,,0,,
rover4',bad_sample18',,0,0,,0,0,0,0,0,0,
rover4',bad_sample19',0,0,0,0,0,,,,0,0,
rover4',bad_sample20',,0,0,,0,0,0,0,,0,
rover5',waypoint0',0,0,,,0,0,0,0,0,1,
rover5',waypoint1',0,0,,0,0,0,0,0,0,1,
rover5',waypoint2',0,0,0,,0,0,0,0,0,1,
rover5',waypoint3',0,0,,0,0,0,,,0,1,
rover5',waypoint4',,0,0,0,0,,0,0,0,1,
rover5',waypoint5',0,0,0,0,0,,0,0,0,1,
rover5',waypoint6',0,0,0,,0,0,,0,0,1,
rover5',waypoint7',0,0,,0,0,0,0,,,1,
rover5',waypoint8',0,0,0,,0,0,0,0,0,,
rover5',waypoint9',0,0,0,,,0,0,0,0,1,
